sectionId,postDate,expiryDate,deletedWithEntryType,_authorId,id,tempId,draftId,revisionId,isProvisionalDraft,uid,siteSettingsId,fieldLayoutId,contentId,enabled,archived,siteId,title,slug,uri,dateCreated,dateUpdated,dateLastMerged,dateDeleted,trashed,isNewForSite,canonicalId,isDraft,isRevision,isUnpublishedDraft,ref,status,structureId,url,authorId,typeId,pageHeroStyle,responsiveHero,heroLeftSideText,heroVideoCentered,heroImageOnly,heroImageGrid,pageSectionBlocksNew,includeRelatedBlogPosts,relatedBlogPosts,customizeFeed,feedCustomizationOptions,entryAntiFlicker,seo
53,2023-05-10T09:34:00-04:00,,,2984,969739,,,,,2dd6e83b-06b2-48d0-945c-604f21c98ba6,1446502,,583948,1,,1,"Create a Winning Test Strategy with Applause",create-winning-test-strategy-with-applause,create-winning-test-strategy-with-applause,2023-05-10T09:32:22-04:00,2023-05-19T09:46:01-04:00,,,,,969739,,,,pages/create-winning-test-strategy-with-applause,live,,https://www.applause.com/create-winning-test-strategy-with-applause,2984,73,no-header,[],[],[],[],[],"{""969753"":{""type"":""customSection"",""enabled"":true,""collapsed"":false,""level"":1,""fields"":{""sectionLayout"":""textTop"",""sectionBackground"":""auto"",""sectionBackgroundColors"":[{""col1"":""white"",""col3"":""white""}],""cssClasses"":null,""tabName"":null}},""969754"":{""type"":""headings"",""enabled"":true,""collapsed"":false,""level"":2,""fields"":{""sectionTitle"":""Create a Winning Testing Strategy with Applause"",""sectionSubtitle"":null}},""969755"":{""type"":""image"",""enabled"":true,""collapsed"":false,""level"":2,""fields"":{""sectionImage"":[969724]}}}",,[],,[],,"{""bundleVersion"":""1.0.23"",""sourceBundleType"":""field"",""sourceId"":null,""sourceName"":null,""sourceHandle"":null,""sourceType"":""field"",""typeId"":null,""sourceTemplate"":"""",""sourceSiteId"":null,""sourceAltSiteSettings"":[],""sourceDateUpdated"":""2023-05-10T09:32:22-04:00"",""metaGlobalVars"":{""language"":null,""mainEntityOfPage"":"""",""seoTitle"":"""",""siteNamePosition"":"""",""seoDescription"":"""",""seoKeywords"":"""",""seoImage"":"""",""seoImageWidth"":"""",""seoImageHeight"":"""",""seoImageDescription"":"""",""canonicalUrl"":"""",""robots"":"""",""ogType"":"""",""ogTitle"":"""",""ogSiteNamePosition"":"""",""ogDescription"":"""",""ogImage"":"""",""ogImageWidth"":"""",""ogImageHeight"":"""",""ogImageDescription"":"""",""twitterCard"":"""",""twitterCreator"":"""",""twitterTitle"":"""",""twitterSiteNamePosition"":"""",""twitterDescription"":"""",""twitterImage"":"""",""twitterImageWidth"":"""",""twitterImageHeight"":"""",""twitterImageDescription"":"""",""inherited"":[],""overrides"":[]},""metaSiteVars"":{""siteName"":""English"",""identity"":null,""creator"":null,""twitterHandle"":"""",""facebookProfileId"":"""",""facebookAppId"":"""",""googleSiteVerification"":"""",""bingSiteVerification"":"""",""pinterestSiteVerification"":"""",""facebookSiteVerification"":"""",""sameAsLinks"":[],""siteLinksSearchTarget"":"""",""siteLinksQueryInput"":"""",""referrer"":""no-referrer-when-downgrade"",""additionalSitemapUrls"":[],""additionalSitemapUrlsDateUpdated"":null,""additionalSitemaps"":[]},""metaSitemapVars"":{""sitemapUrls"":null,""sitemapAssets"":null,""sitemapFiles"":null,""sitemapAltLinks"":null,""sitemapChangeFreq"":"""",""sitemapPriority"":"""",""sitemapLimit"":null,""structureDepth"":null,""sitemapImageFieldMap"":[],""sitemapVideoFieldMap"":[],""inherited"":[],""overrides"":[]},""metaContainers"":{""MetaTagContainergeneral"":{""data"":[],""name"":""General"",""description"":""General Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContaineropengraph"":{""data"":[],""name"":""Facebook"",""description"":""Facebook OpenGraph Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""opengraph"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContainertwitter"":{""data"":[],""name"":""Twitter"",""description"":""Twitter Card Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""twitter"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContainermiscellaneous"":{""data"":[],""name"":""Miscellaneous"",""description"":""Miscellaneous Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""miscellaneous"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaLinkContainergeneral"":{""data"":[],""name"":""General"",""description"":""Link Tags"",""class"":""nystudio107\\seomatic\\models\\MetaLinkContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaScriptContainergeneral"":{""data"":[],""position"":1,""name"":""General"",""description"":""Script Tags"",""class"":""nystudio107\\seomatic\\models\\MetaScriptContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaJsonLdContainergeneral"":{""data"":[],""name"":""General"",""description"":""JsonLd Tags"",""class"":""nystudio107\\seomatic\\models\\MetaJsonLdContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTitleContainergeneral"":{""data"":[],""name"":""General"",""description"":""Meta Title Tag"",""class"":""nystudio107\\seomatic\\models\\MetaTitleContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false}},""redirectsContainer"":[],""frontendTemplatesContainer"":{""data"":[],""name"":null,""description"":null,""class"":""nystudio107\\seomatic\\models\\FrontendTemplateContainer"",""handle"":null,""include"":true,""dependencies"":null,""clearCache"":false},""metaBundleSettings"":{""siteType"":"""",""siteSubType"":"""",""siteSpecificType"":"""",""seoTitleSource"":""fromCustom"",""seoTitleField"":"""",""siteNamePositionSource"":"""",""seoDescriptionSource"":""fromCustom"",""seoDescriptionField"":"""",""seoKeywordsSource"":""fromCustom"",""seoKeywordsField"":"""",""seoImageIds"":[],""seoImageSource"":""fromAsset"",""seoImageField"":"""",""seoImageTransform"":true,""seoImageTransformMode"":""crop"",""seoImageDescriptionSource"":""fromCustom"",""seoImageDescriptionField"":"""",""twitterCreatorSource"":"""",""twitterCreatorField"":"""",""twitterTitleSource"":"""",""twitterTitleField"":"""",""twitterSiteNamePositionSource"":"""",""twitterDescriptionSource"":"""",""twitterDescriptionField"":"""",""twitterImageIds"":[],""twitterImageSource"":"""",""twitterImageField"":"""",""twitterImageTransform"":true,""twitterImageTransformMode"":""crop"",""twitterImageDescriptionSource"":"""",""twitterImageDescriptionField"":"""",""ogTitleSource"":"""",""ogTitleField"":"""",""ogSiteNamePositionSource"":"""",""ogDescriptionSource"":"""",""ogDescriptionField"":"""",""ogImageIds"":[],""ogImageSource"":"""",""ogImageField"":"""",""ogImageTransform"":true,""ogImageTransformMode"":""crop"",""ogImageDescriptionSource"":"""",""ogImageDescriptionField"":""""}}"
53,2023-05-08T13:22:00-04:00,,,2984,969243,,,,,22328414-fcd9-444b-9f0f-32b9e35321b5,1445746,,583367,1,,1,"SVOD Back End Systems",svod-back-end-systems,svod-back-end-systems,2023-05-08T13:21:37-04:00,2023-05-10T15:48:55-04:00,,,,,969243,,,,pages/svod-back-end-systems,live,,https://www.applause.com/svod-back-end-systems,2984,73,no-header,[],[],[],[],[],"{""969244"":{""type"":""customSection"",""enabled"":true,""collapsed"":false,""level"":1,""fields"":{""sectionLayout"":""textTop"",""sectionBackground"":""auto"",""sectionBackgroundColors"":[{""col1"":""white"",""col3"":""white""}],""cssClasses"":null,""tabName"":null}},""969245"":{""type"":""headings"",""enabled"":true,""collapsed"":false,""level"":2,""fields"":{""sectionTitle"":""SVOD Back End Systems"",""sectionSubtitle"":null}},""969246"":{""type"":""image"",""enabled"":true,""collapsed"":false,""level"":2,""fields"":{""sectionImage"":[969240]}}}",,[],,[],,"{""bundleVersion"":""1.0.23"",""sourceBundleType"":""field"",""sourceId"":null,""sourceName"":null,""sourceHandle"":null,""sourceType"":""field"",""typeId"":null,""sourceTemplate"":"""",""sourceSiteId"":null,""sourceAltSiteSettings"":[],""sourceDateUpdated"":""2023-05-08T13:21:37-04:00"",""metaGlobalVars"":{""language"":null,""mainEntityOfPage"":"""",""seoTitle"":"""",""siteNamePosition"":"""",""seoDescription"":"""",""seoKeywords"":"""",""seoImage"":"""",""seoImageWidth"":"""",""seoImageHeight"":"""",""seoImageDescription"":"""",""canonicalUrl"":"""",""robots"":"""",""ogType"":"""",""ogTitle"":"""",""ogSiteNamePosition"":"""",""ogDescription"":"""",""ogImage"":"""",""ogImageWidth"":"""",""ogImageHeight"":"""",""ogImageDescription"":"""",""twitterCard"":"""",""twitterCreator"":"""",""twitterTitle"":"""",""twitterSiteNamePosition"":"""",""twitterDescription"":"""",""twitterImage"":"""",""twitterImageWidth"":"""",""twitterImageHeight"":"""",""twitterImageDescription"":"""",""inherited"":[],""overrides"":[]},""metaSiteVars"":{""siteName"":""English"",""identity"":null,""creator"":null,""twitterHandle"":"""",""facebookProfileId"":"""",""facebookAppId"":"""",""googleSiteVerification"":"""",""bingSiteVerification"":"""",""pinterestSiteVerification"":"""",""facebookSiteVerification"":"""",""sameAsLinks"":[],""siteLinksSearchTarget"":"""",""siteLinksQueryInput"":"""",""referrer"":""no-referrer-when-downgrade"",""additionalSitemapUrls"":[],""additionalSitemapUrlsDateUpdated"":null,""additionalSitemaps"":[]},""metaSitemapVars"":{""sitemapUrls"":null,""sitemapAssets"":null,""sitemapFiles"":null,""sitemapAltLinks"":null,""sitemapChangeFreq"":"""",""sitemapPriority"":"""",""sitemapLimit"":null,""structureDepth"":null,""sitemapImageFieldMap"":[],""sitemapVideoFieldMap"":[],""inherited"":[],""overrides"":[]},""metaContainers"":{""MetaTagContainergeneral"":{""data"":[],""name"":""General"",""description"":""General Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContaineropengraph"":{""data"":[],""name"":""Facebook"",""description"":""Facebook OpenGraph Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""opengraph"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContainertwitter"":{""data"":[],""name"":""Twitter"",""description"":""Twitter Card Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""twitter"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContainermiscellaneous"":{""data"":[],""name"":""Miscellaneous"",""description"":""Miscellaneous Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""miscellaneous"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaLinkContainergeneral"":{""data"":[],""name"":""General"",""description"":""Link Tags"",""class"":""nystudio107\\seomatic\\models\\MetaLinkContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaScriptContainergeneral"":{""data"":[],""position"":1,""name"":""General"",""description"":""Script Tags"",""class"":""nystudio107\\seomatic\\models\\MetaScriptContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaJsonLdContainergeneral"":{""data"":[],""name"":""General"",""description"":""JsonLd Tags"",""class"":""nystudio107\\seomatic\\models\\MetaJsonLdContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTitleContainergeneral"":{""data"":[],""name"":""General"",""description"":""Meta Title Tag"",""class"":""nystudio107\\seomatic\\models\\MetaTitleContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false}},""redirectsContainer"":[],""frontendTemplatesContainer"":{""data"":[],""name"":null,""description"":null,""class"":""nystudio107\\seomatic\\models\\FrontendTemplateContainer"",""handle"":null,""include"":true,""dependencies"":null,""clearCache"":false},""metaBundleSettings"":{""siteType"":"""",""siteSubType"":"""",""siteSpecificType"":"""",""seoTitleSource"":""fromCustom"",""seoTitleField"":"""",""siteNamePositionSource"":"""",""seoDescriptionSource"":""fromCustom"",""seoDescriptionField"":"""",""seoKeywordsSource"":""fromCustom"",""seoKeywordsField"":"""",""seoImageIds"":[],""seoImageSource"":""fromAsset"",""seoImageField"":"""",""seoImageTransform"":true,""seoImageTransformMode"":""crop"",""seoImageDescriptionSource"":""fromCustom"",""seoImageDescriptionField"":"""",""twitterCreatorSource"":"""",""twitterCreatorField"":"""",""twitterTitleSource"":"""",""twitterTitleField"":"""",""twitterSiteNamePositionSource"":"""",""twitterDescriptionSource"":"""",""twitterDescriptionField"":"""",""twitterImageIds"":[],""twitterImageSource"":"""",""twitterImageField"":"""",""twitterImageTransform"":true,""twitterImageTransformMode"":""crop"",""twitterImageDescriptionSource"":"""",""twitterImageDescriptionField"":"""",""ogTitleSource"":"""",""ogTitleField"":"""",""ogSiteNamePositionSource"":"""",""ogDescriptionSource"":"""",""ogDescriptionField"":"""",""ogImageIds"":[],""ogImageSource"":"""",""ogImageField"":"""",""ogImageTransform"":true,""ogImageTransformMode"":""crop"",""ogImageDescriptionSource"":"""",""ogImageDescriptionField"":""""}}"
53,2023-03-31T13:44:00-04:00,,,2984,958665,,,,,a87f1841-bffa-4616-ba51-7ab0c78b3d17,1431292,,574197,1,,1,"Ensuring A Smooth Sign-Up Process for Your SVOD Service",sign-up-for-your-svod-service,sign-up-for-your-svod-service,2023-03-31T13:43:30-04:00,2023-04-20T10:00:37-04:00,,,,,958665,,,,pages/sign-up-for-your-svod-service,live,,https://www.applause.com/sign-up-for-your-svod-service,2984,73,no-header,"{""958666"":{""type"":86,""fields"":{""heroTitle"":null,""heroText"":null,""heroImage"":[],""heroBackgroundColor"":""#ffffff"",""heroOverlayAlpha"":0,""heroOverlayColor"":null}}}","{""958667"":{""type"":109,""fields"":{""heroTitle"":null,""heroText"":null,""heroImage"":[],""heroCtaLink"":""{\"linkedId\":null,\"linkedSiteId\":null,\"linkedTitle\":null,\"linkedUrl\":null,\"payload\":null,\"type\":\"url\"}""}}}","{""958668"":{""type"":108,""fields"":{""heroTitle"":null,""heroText"":null,""heroImage"":[],""heroVideoId"":null,""heroVideoPreviewImage"":[],""heroCtaLink"":""{\"linkedId\":null,\"linkedSiteId\":null,\"linkedTitle\":null,\"linkedUrl\":null,\"payload\":null,\"type\":\"entry\"}""}}}","{""958669"":{""type"":111,""fields"":{""heroTitle"":null,""heroImage"":[]}}}","{""958670"":{""type"":114,""fields"":{""heroTitle"":null,""heroGridImages"":[],""heroBackgroundImage"":[],""heroCtaLink"":""{\"linkedId\":null,\"linkedSiteId\":null,\"linkedTitle\":null,\"linkedUrl\":null,\"payload\":null,\"type\":\"entry\"}"",""subheroTitle"":null,""subheroParagraph"":null}}}","{""958671"":{""type"":""customSection"",""enabled"":true,""collapsed"":false,""level"":1,""fields"":{""sectionLayout"":""textTop"",""sectionBackground"":""auto"",""sectionBackgroundColors"":null,""cssClasses"":null,""tabName"":null}},""958672"":{""type"":""headings"",""enabled"":true,""collapsed"":false,""level"":2,""fields"":{""sectionTitle"":""Ensuring A Smooth Sign-Up Process for Your SVOD Service"",""sectionSubtitle"":null}},""958673"":{""type"":""image"",""enabled"":true,""collapsed"":false,""level"":2,""fields"":{""sectionImage"":[964337]}}}",,"{""958683"":{""type"":9,""fields"":{""heading"":null,""stickyBlogPost"":[],""blogPostsByCategory"":[],""sectionBgColor"":null}}}",,"{""958684"":{""type"":90,""fields"":{""limitSearchTerm"":null,""blogCategories"":[],""blogTopics"":[],""resourcesType"":[],""resourcesIndustries"":[],""resourcesPersonas"":[],""resourcesSolutions"":[],""eventCategory"":[]}}}",,"{""bundleVersion"":""1.0.23"",""sourceBundleType"":""field"",""sourceId"":null,""sourceName"":null,""sourceHandle"":null,""sourceType"":""field"",""typeId"":null,""sourceTemplate"":"""",""sourceSiteId"":null,""sourceAltSiteSettings"":[],""sourceDateUpdated"":""2023-03-31T13:46:20-04:00"",""metaGlobalVars"":{""language"":null,""mainEntityOfPage"":"""",""seoTitle"":""Ensuring A Smooth Sign-Up Process for Your SVOD Service"",""siteNamePosition"":"""",""seoDescription"":""Walk through the process below to see an overview of a typical new subscriber workflow and identify areas where you may be able to improve the user experience."",""seoKeywords"":"""",""seoImage"":"""",""seoImageWidth"":"""",""seoImageHeight"":"""",""seoImageDescription"":"""",""canonicalUrl"":"""",""robots"":""none"",""ogType"":"""",""ogTitle"":"""",""ogSiteNamePosition"":"""",""ogDescription"":"""",""ogImage"":"""",""ogImageWidth"":"""",""ogImageHeight"":"""",""ogImageDescription"":"""",""twitterCard"":"""",""twitterCreator"":"""",""twitterTitle"":"""",""twitterSiteNamePosition"":"""",""twitterDescription"":"""",""twitterImage"":"""",""twitterImageWidth"":"""",""twitterImageHeight"":"""",""twitterImageDescription"":"""",""inherited"":{""seoImage"":true,""seoImageDescription"":true,""canonicalUrl"":true},""overrides"":{""seoTitle"":true,""seoDescription"":true,""robots"":true}},""metaSiteVars"":{""siteName"":""English"",""identity"":null,""creator"":null,""twitterHandle"":"""",""facebookProfileId"":"""",""facebookAppId"":"""",""googleSiteVerification"":"""",""bingSiteVerification"":"""",""pinterestSiteVerification"":"""",""facebookSiteVerification"":"""",""sameAsLinks"":[],""siteLinksSearchTarget"":"""",""siteLinksQueryInput"":"""",""referrer"":""no-referrer-when-downgrade"",""additionalSitemapUrls"":[],""additionalSitemapUrlsDateUpdated"":null,""additionalSitemaps"":[]},""metaSitemapVars"":{""sitemapUrls"":false,""sitemapAssets"":null,""sitemapFiles"":null,""sitemapAltLinks"":false,""sitemapChangeFreq"":"""",""sitemapPriority"":"""",""sitemapLimit"":null,""structureDepth"":null,""sitemapImageFieldMap"":[],""sitemapVideoFieldMap"":[],""inherited"":{""sitemapUrls"":true,""sitemapAltLinks"":true},""overrides"":[]},""metaContainers"":{""MetaTagContainergeneral"":{""data"":[],""name"":""General"",""description"":""General Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContaineropengraph"":{""data"":[],""name"":""Facebook"",""description"":""Facebook OpenGraph Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""opengraph"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContainertwitter"":{""data"":[],""name"":""Twitter"",""description"":""Twitter Card Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""twitter"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTagContainermiscellaneous"":{""data"":[],""name"":""Miscellaneous"",""description"":""Miscellaneous Meta Tags"",""class"":""nystudio107\\seomatic\\models\\MetaTagContainer"",""handle"":""miscellaneous"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaLinkContainergeneral"":{""data"":[],""name"":""General"",""description"":""Link Tags"",""class"":""nystudio107\\seomatic\\models\\MetaLinkContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaScriptContainergeneral"":{""data"":[],""position"":1,""name"":""General"",""description"":""Script Tags"",""class"":""nystudio107\\seomatic\\models\\MetaScriptContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaJsonLdContainergeneral"":{""data"":[],""name"":""General"",""description"":""JsonLd Tags"",""class"":""nystudio107\\seomatic\\models\\MetaJsonLdContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false},""MetaTitleContainergeneral"":{""data"":[],""name"":""General"",""description"":""Meta Title Tag"",""class"":""nystudio107\\seomatic\\models\\MetaTitleContainer"",""handle"":""general"",""include"":true,""dependencies"":[],""clearCache"":false}},""redirectsContainer"":[],""frontendTemplatesContainer"":{""data"":[],""name"":null,""description"":null,""class"":""nystudio107\\seomatic\\models\\FrontendTemplateContainer"",""handle"":null,""include"":true,""dependencies"":null,""clearCache"":false},""metaBundleSettings"":{""siteType"":"""",""siteSubType"":"""",""siteSpecificType"":"""",""seoTitleSource"":""fromCustom"",""seoTitleField"":""title"",""siteNamePositionSource"":"""",""seoDescriptionSource"":""fromCustom"",""seoDescriptionField"":""title"",""seoKeywordsSource"":""fromCustom"",""seoKeywordsField"":"""",""seoImageIds"":"""",""seoImageSource"":""fromAsset"",""seoImageField"":"""",""seoImageTransform"":""1"",""seoImageTransformMode"":""crop"",""seoImageDescriptionSource"":""fromCustom"",""seoImageDescriptionField"":""title"",""twitterCreatorSource"":"""",""twitterCreatorField"":"""",""twitterTitleSource"":"""",""twitterTitleField"":"""",""twitterSiteNamePositionSource"":"""",""twitterDescriptionSource"":"""",""twitterDescriptionField"":"""",""twitterImageIds"":[],""twitterImageSource"":"""",""twitterImageField"":"""",""twitterImageTransform"":true,""twitterImageTransformMode"":""crop"",""twitterImageDescriptionSource"":"""",""twitterImageDescriptionField"":"""",""ogTitleSource"":"""",""ogTitleField"":"""",""ogSiteNamePositionSource"":"""",""ogDescriptionSource"":"""",""ogDescriptionField"":"""",""ogImageIds"":[],""ogImageSource"":"""",""ogImageField"":"""",""ogImageTransform"":true,""ogImageTransformMode"":""crop"",""ogImageDescriptionSource"":"""",""ogImageDescriptionField"":""""}}"
